Grupo,Familia,Nombre científico,Sinónimos,Nombre común,Ambiente,Distribución Nativa,Distribución Invasora,Origen,Presencia,Estatus,Regulada por otros instrumentos,Ficha,enciclovida_id
Crustáceos,Penaeidae,Penaeus monodon,,Camarón tigre gigante,Marino,"Indopacífico, océano índico y sureste del océano Pacífico de Japón a Australia (Benzei, 2000)","Golfo de México (Wakida-Kusonoki et al., 2013)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,64575
Crustáceos,Carcinidae,Carcinus maenas,"Cancer maenas Linnaeus, 1758, Cancer marinus sulcatus Rumph, 1705, Carcinides maenas (Linnaeus, 1758), Carcinus maenas Leach, 1814, Portunus maenas Leach, 1814",Cangrejo verde,Marino,"Atlántico europeo, Islandia y Groenlandia (Okolodkov et al., 2007)","Sur de África, Japón, sur de Australia, Sudamérica, el sur del Caribe, el Pacífico de Centroamérica, la costa Atlántica de los Estados Unidos y las costas del Pacífico de Canadá y Estados Unidos (Okolodkov et al., 2007), Canadá, Sudáfrica, Estados Unidos ",Exótica,Ausente,,,,65231
Crustáceos,Varunidae,Paraeriocheir sinensis,"Eriocheir japonicus de Haan, Eriocheir leptognathus Rathbun",Cangrejo chino con mitones,Dulceacuícola; Salobre,"Originario del norte de China y la costa occidental de Corea (Okolodkov et al., 2007)","Mar Báltico, sur de Noruega, Dinamarca, Países Bajos, Francia, País Vasco, Portugal, sudeste de Inglaterra, Mediterráneo (Francia). Asia: China, Corea. América: Estados Unidos (California) (Martínez & Adarraga, 2006). Además se introdujo en Alemania, Nort",Exótica,Ausente,,,,
Crustáceos,Corophiidae,Monocorophium insidiosum,,Anfipodo,Marino,"Noratlántico (Okolodkov et al., 2007)","California (Heiman, 2010) Caribe mexicano, costa del Pacífico de Canadá y Estados Unidos, Chile, Hawaii (Schwindt, 2011)",Exótica,Presente,,,,61160
Crustáceos,Cletodidae,Enhydrosoma lacunae,,Copépodo,Dulceacuícola; Salobre,"Cuba (Okolodkov et al., 2007; Gómez, 2003).","México: Estero de Urias, Sinaloa; Laguna Celestún (Yucatán) (Gómez, 2003).",Exótica,Presente,,,,62997
Crustáceos,Cyclopidae,Mesocyclops aspericornis,,Copépodo,Dulceacuícola,"Afroasiático (Okolodkov et al., 2007)","México: Sinaloa, centro y sur de Sudamérica y Caribe insular (Okolodkov et al., 2007)",Exótica,Presente,,,,63074
Crustáceos,Cyclopidae,Mesocyclops pehpeiensis,,Copépodo,Dulceacuícola,"Sur y Sureste de Asia (India, Camboya, Laos, Vietnam y Sri Lanka) y China y Japón (Suárez et al., 2005)","Costa del Pacífico tropical de México (Okolodkov et al., 2007)",Exótica,Presente,,,,64505
Crustáceos,Cyclopidae,Mesocyclops thermocyclopoides,,Copépodo,Dulceacuícola,"Asia (Okolodkov et al., 2007)","Tabasco (Okolodkov et al., 2007)",Exótica,Presente,,,,64507
Crustáceos,Cyclopidae,Thermocyclops crassus,,Copépodo,Dulceacuícola,"Eurasia (Okolodkov et al., 2007)","Tabasco, México (Okolodkov et al., 2007)",Exótica,Presente,,,,64509
Crustáceos,Cirolanidae,Eurylana arcuata,,Isópodo,Terrestre,"Nueva Zelanda (Okolodkov et al., 2007)","Pacífico sur de América (Perú y Chile) y la costa de California, aun no registrado en México (Okolodkov et al., 2007)",Exótica,Ausente,,,,
Crustáceos,Sphaeromatidae,Sphaeroma quoyanum,"Sphaeroma pentodon, Sphaeroma quoiana, Sphaeroma quoianum Milne Edwards, 1840, Sphaeroma quoyana, Sphaeroma quoyanum, Sphaeroma verrucauda",Isópodo,Marino; Salobre,"Nativo de Australia y Nueva Zelanda (Okolodkov et al., 2007)","Bahía de San Francisco (Okolodkov et al., 2007)",Exótica,Presente,,,,63298
Crustáceos,Sphaeromatidae,Sphaeroma walkeri,"Sphaeroma pentodon, Sphaeroma quoiana, Sphaeroma quoianum Milne Edwards, 1840, Sphaeroma quoyana, Sphaeroma quoyanum, Sphaeroma verrucauda",Isópodo,Marino,"Océano Índico (Okolodkov et al., 2007).","Mediterráneo, sur de África, mar de China, Australia, Hawai, el Atlántico de Sudamérica, el Caribe, el golfo de México y California (Okolodkov et al., 2007).",Exótica,Presente,,,,64202
Crustáceos,Balanidae,Amphibalanus amphitrite,Balanus amphitrite,Percebe,Marino,"Indo-Pacífico (Young & Ross, 2000)","Costas de California (Henry & McLaughlin, 1975); Golfo de California (San Felipe, Baja California; San Carlos y Guaymas, Sonora; La Paz, Baja California Sur); en Acapulco, Guerrero (Henry, 1960; Henry & McLaughlin, 1975; Spivey, 1976; Young & Ross, 2000; ",Exótica,Presente,,,,63181
Crustáceos,Corophiidae,Monocorophium uenoi,,Anfipodo,Marino,"Japón y sur de China (Okolodkov et al., 2007)","bahía  de San Francisco hasta bahía de San Quintín, Baja California (Okolodkov et al., 2007). Chile (Pérez-Schultheiss, 2009)",Exótica,Presente,,,,61161
Insectos,Gelechiidae,Tuta absoluta,,"Palomilla del tomate, cogollero del tomate, gusano minador del tomate, oruga minadora de hoja y tallo, perforador de las hojas del tomate, polilla del tomate",Terrestre,"Sudamérica (SENASICA, 2013).",,Exótica,Ausente,,,,
Insectos,Noctuidae,Helicoverpa armigera,,"gusano bellotero del algodón, gusano de la cápsula, gusano del elote del maíz, gusano verde de la cápsula, oruga de las cápsulas del algodón, oruga del choclo",Terrestre,,,Exótica,Ausente,,NOM-014-FITO-1995,,
Insectos,Scolytidae,Xyleborus glabratus,,,Terrestre,"Bangladesh, India, Japón, Myanmar, Taiwán (CABI, 2014).",,Exótica,Por confirmar,Invasora,Acuerdo especies exóticas SEMARNAT,,229898
Insectos,Coccinellidae,Chilocorus circumdatus,,,Terrestre,"Asia (Frank & McCoy, 2007).",,Exótica,,,,,
Insectos,Vespidae,Vespa mandarinia,,"Avispa, Asian Giant Hornet",Terrestre,,,Exótica,Ausente,,,,
Insectos,Vespidae,Vespa velutina,,,Terrestre,"Sureste de Asia (GISD, 2014)","Francia (GISD, 2014)",Exótica,Ausente,,,,
Insectos,Aphididae,Mindarus,,,Terrestre,,,,,Invasora,,,
Insectos,Scolytidae,Euwallacea fornicatus,,,Terrestre,,,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229892
Insectos,Pseudococcidae,Maconellicoccus hirsutus,,"cochinilla rosada, cochinilla rosada del hibisco",Terrestre,"Se cree que es originaria del sur de Asia y/o Australia, pero fue descrita originalmente en la India en 1908 (Martínez, 2007).","Mexicali, Baja California, Baja California Sur, Nayarit, Hidalgo, Michoacán, Jalisco, Oaxaca, Quintana Roo, Guerrero, San Luis Potosí, Sinaloa, Tamaulipas, Colima, Veracruz, Yucatán, Chiapas, Campeche, Tabasco y Morelos (SENASICA. 2013).",Exótica,Presente,,,,125867
Insectos,Scolytidae,Dendroctonus murrayanae,,Escarabajo ambrosial de la corteza,Terrestre,"Keystone , WY, Estados Unidos (Furniss & Kegley, 2008).",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,126047
Insectos,Scolytidae,Dendroctonus punctatus,,Escarabajo ambrosial de la corteza,Terrestre,"Alaska, Canadá y através del este de Estados Unidos al Oeste de Virginia (Vega & Hofstetter, 2015).",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,126048
Insectos,Scolytidae,Dendroctonus rufipennis,,Escarabajo ambrosial de la corteza,Terrestre,"Canadá, Estados Unidos (CABI 2015)",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,126049
Insectos,Scolytidae,Dendroctonus simplex,,Escarabajo ambrosial de la corteza,Terrestre,"Newfoundland y el noroeste de Estados Unidos, Columbia Británica y Alaska (Langor & Raske, 1989).",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,126050
Insectos,Scolytidae,Dendroctonus terebrans,,Escarabajo ambrosial de la corteza,Terrestre,"Este de Estados Unidos desde la costa de New Hampshire al sur y al oeste de Florida,  Texas y Missouri (Mayfield III et al.,  2005).",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,123329
Insectos,Curculionidae,Euplatypus spp.,,Escarabajos ambrosiales de la corteza,,"Asia, Europa, Norteamérica (Canadá), Oceanía. (Secretaría de Medio Ambiente y Recursos Naturales. Dirección General de Gestión Forestal y de Suelos. 2010).",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,
Insectos,Scolytidae,Hylastes ater,,Escarabajo descortezador del pino negro,terrestre,,,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229895
Insectos,Scolytidae,Hylurgus ligniperda,,Escarabajo descortezador de pelo rojo,"Terrestre (CABI, 2016)","Europa, Asia, África, Australia, Sudamérica (Brasil, Uruguay, Chile), Sudáfrica, USA (SEMARNAT. Dirección General de Gestión Forestal y de Suelos. 2010).",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229897
Insectos,Hyblaeidae,Hyblaea puera,,,Terrestre,"Sureste de Asia (Arun & Mahajan, 2012).","En méxico se reporta para Campeche y Tabasco (Cibrián-Llanderal et al., 2015).",Exótica,Presente,,,,230143
Insectos,Cerambycidae,Anoplophora spp.,,,Terrestre,,,Exótica,Por confirmar,,Acuerdo especies exóticas SEMARNAT,,
Insectos,Apidae,Bombus (Pyrobombus) impatiens,,,Terrestre,"Canadá y Estados Unidos (Hatfield, 2014; Schweitzer et al., 2012)",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,125868
Insectos,Formicidae,Paratrechina fulva,,,Terrestre,"América del Sur (Biosecurity New Zealand, sin fecha)","Colombia (Biosecurity New Zealand, 2000)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,99718
Insectos,Cerambycidae,Anoplophora chinensis,,,Terrestre,"China, Japón, Malasia, Taiwan (CABI 2014).",,Exótica,Ausente,,NOM-016-SEMARNAT-2013,,
Insectos,Curculionidae,Otiorhynchus (Zustalestus) rugosostriatus,,,Terrestre,,,Exótica,Presente,,,,
Insectos,Psyllidae,Diaphorina citri,,Psilido asiático de los citrícos,Terrestre,"Taiwán (Percy et al., 2012)","Nayarit (Rodríguez-Palomera et al., 2012), Yucatán, Campeche, Quintana Roo, Collima, Veracruz, Tamaulipas, Sinaloa, Guerrero, Morelos y Chiapas (López-Collado et al., 2014)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,125869
Insectos,Tephritidae,Anastrepha compressa,,,Terrestre,"Panamá, Venezuela (NAPPO 2015)","Yucatán (Hernández-Ortiz et al., 2002)",Exótica,Presente,Invasora,,,229884
Insectos,Curculionidae,Anthonomus grandis,Anthonomus thurberiae,,Terrestre,"sur de México y Guatemala (GISD 2015). El espécimen tipo fue colectado en Veracruz, México (Reyes-Rosas et al., 2007).","Estados Unidos, Venezuela, Colombia, Brasil, Paraguay, Argentina (GISD 2015)",Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,109166
Insectos,Scolytidae,Scolytus multistriatus,,Descortezador del olmo,Terrestre,"Asia (Méndez-Montiel & Equihua, 1999)","Estados Unidos, Canada, Chile, centro de México (Méndez-Montiel & Equihua, 1999)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,110978
Insectos,Scarabaeidae,Euoniticellus intermedius,,,Terrestre,"África (Delgado & Márquez, 2006)","Durango (Reserva de la Biosfera ""La Michilía""), Baja California Sur, Guanajuato, Michoacán, Chihuahua, Tamaulipas, Hidalgo y Veracruz (Deloya, 2005). Estados Unidos (Delgado & Márquez, 2006)",Exótica,Presente,Invasora,,,112624
Insectos,Scarabaeidae,Digitonthophagus gazella,"Copris metallicus Fabricius, 1798;
Onthophagus intermedius Reiche, 1840;
Onthophagus lusinganus D'orbigny, 1905; 
Scarabaeus catta Fabricius, 1787; 
Scarabaeus dorcas Olivier, 1789;",,Terrestre,"Indoáfricano (Vidaurre et al., 2008)","Texas, California, Luisiana, Georgia, Florida, Venezuela,  Guatemala, Nicaragua, Cuba, República Dominicana, las Antillas Francesas, Colombia, Paraguay  (Vidaurre et al., 2008), México (Nuevo León, Tamaulipas, Coahuila, Chihuahua, Durango, Veracruz, Colim",Exótica,Presente,Invasora,,,112627
Insectos,Erebidae,Orgyia pseudotsugata,,,Terrestre,"Oeste de Estados Unidos y Canadá (Cibrián, 2009)","Arizona, California, Colorado, Idaho, Montana, Nevada, Nuevo México, Oregon, Utah, Washington y Wyoming. En Canadá: Alberta y Columbia Británica (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229959
Insectos,Cecidomyiidae,Contarinia pseudotsugae,,,Terrestre,"British Columbia en Canadá y California, Idaho, Oregón, Montana y Washington en Estados Unidos (Cibrián-Tovar, 2009","Este de Estados Unidos, Maryland, Michigan, New Jersey y Nueva York. Se encuentra en México (Cibrián-Tovar 2009).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,229882
Insectos,Culicidae,Aedes (Stegomyia) aegypti,,mosquito vector del virus de la fiebre amarilla,Terrestre; Dulceacuícola,África (GISD 2006),Islas Caimán (Global Invasive Species Database (GISD 2006),Exótica,Presente,Invasora,,,217602
Insectos,Culicidae,Anopheles (Anopheles) quadrimaculatus,,mosquito común de la malaria o paludismo,Terrestre; Dulceacuícola,"Canadá, Panamá y Estados Unidos (GISD 2009)",,Exótica,Presente,,,,217817
Insectos,Cecidomyiidae,Contarinia cuniculator,,,Terrestre,"Oeste de EEUU y Canadá (Cibrián-Tovar, 2009)","EEUU y Canadá (Cibrián-Tovar, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229890
Insectos,Noctuidae,Spodoptera exigua,,,Terrestre,"Sureste de Asia (Caballero et al., 1992)","España (Caballero et al., 1992)",Exótica,Presente,,,,122999
Insectos,Scolytidae,Hypothenemus hampei,,broca del café,Terrestre,"África central (PIER, 2015)","Hawaii (PIER, 2015)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,110716
Insectos,Buprestidae,Agrilus planipennis,,Barrenador esmeralda del fresno,Terrestre,"China, Japón, República Popular Democrática de Corea, Mongolia, Federación Rusa, Taiwán (GISD 2010)","Canadá (Ontario), Estado Unidos de Norteamerica (Illinois, Indiana, Maryland, Michigan, Ohio (GISD 2010).",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229941
Insectos,Cerambycidae,Anoplophora glabripennis,Anoplophora nobilis,,Terrestre,"China, Hong Kong, República Democratica Popular de Corea (GISD 2010).","Austria, Canada, Francia, Alemania, Estados Unidos de Norteamerica (GISD 2010).",Exótica,Ausente,Invasora,NOM-016-SEMARNAT-2013,,
Insectos,Siricidae,Sirex noctilio,,Avispa barrenadora de los pinos,Terrestre,"Austria, Belgica, Chipre, República Checa, Dinamarca, Estonia, Europa (Francia, Alemania, Grecia, Hungria, Italia, Noruega, Polonia, Portugal, Rumania, España, Reino Unidos) (GISD, 2016).","Argentina, Australia, Brasil, Canada, Chile, Nueva Zelanda, Sudafrica, Estados Unidos de Norteamerica, Uruguay (GISD, 2016).",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229925
Insectos,Tortricidae,Choristoneura fumiferana,"Archip fumiferana, Clemens; Harmologa fumiferana, Meyrick; Cacoecia fumiferana, Swaine, Craighead and Bailey; Archips fumiferana, McDunnough; Tortix nigridia, Robinson; Lozotaenia retiniana, Walsingham;Archips retiniana,Fernald; Cacoecia retianana,Meyrick",,Terrestre,"Este de Norteamérica (Cibrián, 2009)","Se ha desplazado hacia el Oeste de norteamérica: Estados Unidos (Alaska, Montana, Maine, Michigan, Wisconsin, Idaho, Utah, Arizona, Oregómn, Dakota del Norte, New York, Minnesota, Pennsilvania, Virginia, New Hampshire, Vermont, Conneticut y Massachusetts)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229934
Insectos,Tortricidae,Choristoneura occidentalis,,,Terrestre,"Montañas rocallosas desde la parte central de Arizona y Nuevo México, hacia Utah, Colorado, Wyoming, Idaho y Montana, Oregon y Wash. En Canadá al SW de Alberta y centro y sur de BC (Cibrián, 2009)","Arizona , California, Colorado, Idaho, Montana, Nuevo México, Oregon, Utah, Wash y Wyoming. Canadá (Columbia Británica) (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229935
Insectos,Apidae,Apis mellifera scutellata,,Abeja africana,Terrestre,"Sur de África (Ellis & Ellis, 2008)","Contienente americano (Ellis & Ellis, 2008), Australia, Bermuda, Nueva Zelanda (GISD 2010)",Exótica,Presente,Invasora,,,128982
Insectos,Apidae,Bombus (Bombus) terrestris,"Apis terrestris Linnaeus, 1758",Abejorro de tierra,Terrestre,"Europa (Morales, 2007; NAPPO 2008)","Nueva Zelanda, Tasmania, Australia y Japón, Chile, Argentina (Morales, 2007)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229947
Insectos,Cecidomyiidae,Contarinia constricta,,,Terrestre,"Oeste de EEUU y Canadá (Cibrián-Tovar, 2009)",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,229883
Insectos,Curculionidae,Cylindrocopturus furnissi,"Pissodes sitchensis, Hopkins; Pissodes englemanni",,Terrestre,"Estados Unidos (California, Oregón, Washington, Idaho) y Canadá (costa de British Columbia) (Cibrián, 2009)",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229944
Insectos,Erebidae,Lymantria dispar,,,Terrestre,"Europa (Cibrián, 2009)","Noreste de Estados Unidos y sureste de Canadá (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229962
Insectos,Formicidae,Brachyponera chinensis,,Hormiga asiática aguja,Terrestre,Asia,Estados Unidos,Exótica,Ausente,,,,
Insectos,Culicidae,Aedes (Stegomyia) albopictus,,mosquito tigre,Dulceacuícola; Marino; Salobre; Terrestre,"Sureste de Asia, islas del Pacífico Oeste y Océano Indico (Gratz, 2004)","Nuevo León (Orta-Pesina et al., 2005); Albania, Italia (Genova), Francia, Bélgica, Serbia, Croacia, Montenegro, Israel, Suiza, Grecia y Holanda (Roiz et al., 2007)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,,217633
Insectos,Adelgidae,Adelges (Dreyfusia) piceae,Chermes piceae; Dreyfusia piceae,,Terrestre,"Albania, Austria, Bosnia, Herzegovina, bulgaria, antigua Checoslovaquia, Francia, Alemania, Grecia, Italia, Macedonia, Holanda, Noruega, Polonia, Portugal, Serbia, Suiza (CABI, 2016)",Este de EEUU y sureste de Canadá (GISD 2006),Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229966
Insectos,Cecidomyiidae,Paradiplosis tumifex,,,Terrestre,"Norte y noreste de Estados Unidos y sur de Canadá (Cibrián, 2009)","Oeste de Estados Unidos (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229894
Insectos,Curculionidae,Pissodes strobi,"Pissodes engelmanni Hopkins, 1911;
Pissodes sitchensis Hopkins, 1911",,Terrestre,"Estados Unidos y Canadá (Cibrián, 2009)","Estados Unidos se ha extendido a California, Carolina del Sur, Iowa, Massachusetts, Rhode Island, Vermont y Wisconsins (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229945
Insectos,Vespidae,Vespula germanica,"Vespa macularis Olivier, 1792",,Terrestre,"Afghanistan, Armenia, China, India, Argelia, Marruecos, Albania, Austria, Belarusia, Bélgica, Bulgaria, Croacia, Chipre, República Checa, Dinamarca, Estonia, Finlandia, Francia, Alemania, Grecia, Hungría, Irlanda, Italia, Lituania, Luxemburgo, Macedonia, ","Australia, Nueva Zelanda, África, Estados Unidos, Canadá, Argentina, Chile, Sudáfrica (CABI, 2015)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229918
Insectos,Eulophidae,Leptocybe invasa,,Avispa agalladora del eucalipto,Terrestre,"Australia (Zheng et al., 2014).","África, Asia, Europa y Medio Oriente, Florida (Estados Unidos), Bahía y San Pablo (Brasil), Argentina (Aquino et al., 2011), Ciudad de México, Texcoco, Estado de México, Cuautla, Morelos, Guadalajara, Jalisco y Ciudad Victoria, Tamaulipas (Vanegas-Rico et",Exótica,Presente,,,,230139
Insectos,Diprionidae,Diprion similis,,,Terrestre,"Europa central (Cibrián, 2009)","Sureste de Canadá a Carolina del Norte (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229930
Insectos,Tortricidae,Rhyacionia buoliana,,,Terrestre,"Europa, Asia y Africa del norte (Cibrián, 2009)","Canadá, Estados Unidos, Uruguay, Argentina y Chile (Cibrián, 2009)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,229938
Insectos,Scolytidae,Tomicus piniperda,Blastophagus piniperda,,Terrestre,"Europa y asia (GISD, 2007)","Este de Estados Unidos, Canadá (Ontario,Quebec) (GISD, 2007)",Exótica,Ausente,Invasora,NOM-016-SEMARNAT-2013,,
Insectos,Scarabaeidae,Oryctes rhinoceros,,,Terrestre,"Bangladesh, Camboya, China, Indonesia, Laos, Malasia, Mianmar, Pakistan, Filipinas, Sri Lanka, Taiwan, Tailandia, Vietnam (GISD, 2014)","Fiji,  Mayotte, Papua Nueva Guinea, La Reunion, Samoa, Tokelau, Tonga, Melanesia (GISD, 2014)",Exótica,Ausente,,,,
Insectos,Bostrichidae,Apate spp.,,Escarabajos barrenadores,Terrestre,"Europa, Asia, África, Oceanía Norteamérica (Canadá y USA)
(Secretaría de Medio Ambiente y Recursos Naturales. Dirección General de Gestión Forestal y de Suelos. 2010).",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,
