sp,prioridad,Reino,Divisionphylum,Clase,Orden,Familia,genero,especie,sub_sp,idCAT,CategoriaTaxonomica_idCAT,mapa,styler,boubox,clave,anio,autor
"Specklinia tribuloides",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Asparagales","Orchidaceae","Specklinia","tribuloides",,"57394ANGIO","especie","str061dpgw","dp_01v","minx=7.20570659637451 miny=-102.233093261719 maxx=24.505708694458 maxy=-77.6497497558594","JM061","2015","Damon y Bertolini"
"Spermophilus adocetus",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","adocetus",,"11077MAMIF","especie","sad053dpgw","dp_01g","minx=15.6576585769653 miny=-105.695465087891 maxx=20.4908008575439 maxy=-95.079216003418","JM053","2016","Ballesteros-Barrera et al."
"Spermophilus adocetus",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","adocetus",,"11077MAMIF","especie","speadoce_agw","mamiferos_ds006","minx=17.7676258087158 miny=-102.99781036377 maxx=19.4876270294189 maxy=-99.4278030395508","DS006","2006","Ceballos et al."
"Spermophilus annulatus",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","annulatus",,"11158MAMIF","especie","san053dpgw","dp_01g","minx=15.6565828323364 miny=-107.992584228516 maxx=26.5311489105225 maxy=-94.6347732543945","JM053","2016","Ballesteros-Barrera et al."
"Spermophilus annulatus",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","annulatus",,"11158MAMIF","especie","speannul_agw","mamiferos_ds006","minx=17.7476253509521 miny=-105.687805175781 maxx=21.8076267242432 maxy=-101.427803039551","DS006","2006","Ceballos et al."
"Spermophilus beecheyi",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","beecheyi",,"11236MAMIF","especie","spebeech_agw","mamiferos_ds006","minx=30.6476249694824 miny=-116.99781036377 maxx=32.6176300048828 maxy=-115.537796020508","DS006","2006","Ceballos et al."
"Spermophilus madrensis",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","madrensis",,"11868MAMIF","especie","smad053dpgw","dp_01g","minx=21.3377895355225 miny=-110.81665802002 maxx=31.3957214355469 maxy=-100.883712768555","JM053","2016","Ballesteros-Barrera et al."
"Spermophilus madrensis",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","madrensis",,"11868MAMIF","especie","spemadre_agw","mamiferos_ds006","minx=25.0976257324219 miny=-109.037803649902 maxx=28.9576263427734 maxy=-105.877799987793","DS006","2006","Ceballos et al."
"Spermophilus mexicanus",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","mexicanus",,"11950MAMIF","especie","spemexic_agw","mamiferos_ds006","minx=18.8176250457764 miny=-103.917808532715 maxx=29.8076267242432 maxy=-97.3078002929688","DS006","2006","Ceballos et al."
"Spermophilus perotensis",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","perotensis",,"12194MAMIF","especie","spe055dpgw","dp_01g","minx=15.6415605545044 miny=-100.000885009766 maxx=20.9996814727783 maxy=-94.0011138916016","JM055","2014","Escalante-Espinosa y Gámez-Tamariz"
"Spermophilus perotensis",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","perotensis",,"12194MAMIF","especie","spe053dpgw","dp_01g","minx=16.9228591918945 miny=-101.477340698242 maxx=22.9559535980225 maxy=-94.6359405517578","JM053","2016","Ballesteros-Barrera et al."
"Spermophilus spilosoma",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","spilosoma",,"12354MAMIF","especie","spespilo_agw","mamiferos_ds006","minx=20.9676246643066 miny=-112.517807006836 maxx=31.7876262664795 maxy=-99.8578033447266","DS006","2006","Ceballos et al."
"Spermophilus tereticaudus",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","tereticaudus",,"12404MAMIF","especie","speteret_agw","mamiferos_ds006","minx=26.1976261138916 miny=-116.017807006836 maxx=32.6976280212402 maxy=-108.91780090332","DS006","2006","Ceballos et al."
"Spermophilus variegatus",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","variegatus",,"12468MAMIF","especie","spevarie_agw","mamiferos_ds006","minx=17.7876243591309 miny=-112.857810974121 maxx=31.8876266479492 maxy=-96.6877975463867","DS006","2006","Ceballos et al."
"Sphaerodactylus glaucus",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus","glaucus",,"541REPTI","especie","spha_glaugw","poly_conabio_conabio_1p","minx=14.537626 miny=-97.477806 maxx=21.357626 maxy=-86.727806","DS009","2006","Ochoa-Ochoa et al."
"Sphaerodactylus millepunctatus",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus","millepunctatus",,"19154REPTI","especie","spha_millgw","poly_conabio_conabio_1p","minx=15.777626 miny=14.537626 maxx=20.587626 maxy=-86.747803","DS009","2006","Ochoa-Ochoa et al."
"Sphyrapicus nuchalis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","nuchalis",,"14155AVES","especie","snui071dpgw","dp_01g","minx=17.8982906341553 miny=-122.935340881348 maxx=41.7582931518555 maxy=-95.6553344726562","JM071","2018","Navarro-Sigüenza et al."
"Sphyrapicus nuchalis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","nuchalis",,"14155AVES","especie","sphy_nuchgw","poly_conabio_conabio_1p","minx=18.63136 miny=-116.933229 maxx=32.63136 maxy=-98.193229","CE015","2007","Navarro y Peterson"
"Sphyrapicus ruber",1.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","ruber",,"14156AVES","especie","sri071dpgw","dp_01g","minx=25.7617492675781 miny=-153.355255126953 maxx=58.1017532348633 maxy=-111.355239868164","JM071","2018","Navarro-Sigüenza et al."
"Sphyrapicus ruber",2.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","ruber",,"14156AVES","especie","sphy_rubegw","poly_conabio_conabio_1p","minx=29.47136 miny=-117.083229 maxx=32.63136 maxy=-106.533229","CE015","2007","Navarro y Peterson"
"Sphyrapicus thyroideus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","thyroideus",,"14157AVES","especie","sthi071dpgw","dp_01g","minx=18.448413848877 miny=-124.381912231445 maxx=49.3817520141602 maxy=-98.5152359008789","JM071","2018","Navarro-Sigüenza et al."
"Sphyrapicus thyroideus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","thyroideus",,"14157AVES","especie","sphy_thyr_wgw","poly_conabio_conabio_1p","minx=17.87136 miny=-116.263229 maxx=32.61136 maxy=-96.083229","CE015","2007","Navarro y Peterson"
"Sphyrapicus thyroideus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","thyroideus",,"14157AVES","especie","sphy_thyr_sgw","poly_conabio_conabio_1p","minx=29.53136 miny=-116.153229 maxx=31.26136 maxy=-115.143229","CE015","2007","Navarro y Peterson"
"Sphyrapicus varius",1.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","varius",,"14158AVES","especie","svai071dpgw","dp_01g","minx=7.24008274078369 miny=-111.715240478516 maxx=45.0400848388672 maxy=-62.0552368164062","JM071","2018","Navarro-Sigüenza et al."
"Sphyrapicus varius",2.0000000000000000e+00,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","varius",,"14158AVES","especie","sphy_varigw","poly_conabio_conabio_1p","minx=14.57136 miny=-117.123229 maxx=32.57136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Spilogale gracilis",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","gracilis",,"11613MAMIF","especie","spigraci_agw","mamiferos_ds006","minx=14.5376253128052 miny=-117.127807617188 maxx=32.6376266479492 maxy=-86.7677993774414","DS006","2006","Ceballos et al."
"Spilogale pygmaea",1.0000000000000000e+00,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","pygmaea",,"12254MAMIF","especie","spy011dpgw","dp_01g","minx=15.642279624939 miny=-109.334678649902 maxx=30.9089469909668 maxy=-93.5263366699219","JM011","2019","Lavariega y Briones-Salas"
"Spilogale pygmaea",2.0000000000000000e+00,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","pygmaea",,"12254MAMIF","especie","spy053dpgw","dp_01g","minx=15.6576585769653 miny=-110.81665802002 maxx=30.8903846740723 maxy=-94.208984375","JM053","2016","Ballesteros-Barrera et al."
"Spilogale pygmaea",3.0000000000000000e+00,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","pygmaea",,"12254MAMIF","especie","spipygma_agw","mamiferos_ds006","minx=15.6576261520386 miny=-106.047805786133 maxx=23.1976280212402 maxy=-94.5077972412109","DS006","2006","Ceballos et al."
"Spindalis zena",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Spindalidae","Spindalis","zena",,"13942AVES","especie","spin_zenagw","poly_conabio_conabio_1p","minx=20.27136 miny=-87.023229 maxx=20.58136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Spinus atriceps",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","atriceps",,"13734AVES","especie","sat071dpgw","dp_01g","minx=14.3075284957886 miny=-93.1877059936523 maxx=17.2675304412842 maxy=-89.6576995849609","JM071","2018","Navarro-Sigüenza et al."
"Spinus lawrencei",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","lawrencei",,"13735AVES","especie","slai071dpgw","dp_01g","minx=20.6567459106445 miny=-123.340240478516 maxx=40.8317489624023 maxy=-100.948570251465","JM071","2018","Navarro-Sigüenza et al."
"Spinus notatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","notatus",,"13736AVES","especie","sno071dpgw","dp_01g","minx=12.7192983627319 miny=-109.332008361816 maxx=29.4493007659912 maxy=-84.0120010375977","JM071","2018","Navarro-Sigüenza et al."
"Spinus pinus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","pinus",,"13737AVES","especie","spii071dpgw","dp_01g","minx=14.3906621932983 miny=-151.984191894531 maxx=61.8506660461426 maxy=-52.6641807556152","JM071","2018","Navarro-Sigüenza et al."
"Spinus psaltria",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","psaltria",,"13738AVES","especie","spsi071dpgw","dp_01g","minx=7.20174932479858 miny=-124.56143951416 maxx=45.9417533874512 maxy=-79.1414260864258","JM071","2018","Navarro-Sigüenza et al."
"Spinus tristis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","tristis",,"13739AVES","especie","stri071dpgw","dp_01g","minx=19.2427749633789 miny=-124.715065002441 maxx=51.6627769470215 maxy=-59.7150573730469","JM071","2018","Navarro-Sigüenza et al."
"Spinus xanthogastrus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","xanthogastrus",,"5567AVES","especie","sxa071dpgw","dp_01g","minx=8.57110786437988 miny=-84.8814239501953 maxx=10.4211091995239 maxy=-82.0514144897461","JM071","2018","Navarro-Sigüenza et al."
"Spiza americana",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Spiza","americana",,"13622AVES","especie","sai071dpgw","dp_01g","minx=7.20584917068481 miny=-106.465240478516 maxx=23.2808513641357 maxy=-77.4985656738281","JM071","2018","Navarro-Sigüenza et al."
"Spiza americana",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Spiza","americana",,"13622AVES","especie","spiz_amergw","poly_conabio_conabio_1p","minx=14.56136 miny=-116.523229 maxx=31.44136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Spiza americana",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Spiza","americana",,"13622AVES","especie","spiame_invgw","poly_conabio_conabio_1p","minx=7.039586 miny=-105.919069 maxx=26.439586 maxy=-71.419069","AE023","2006","Peterson et al."
"Spiza americana",4.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Spiza","americana",,"13622AVES","especie","spiame_vergw","poly_conabio_conabio_1p","minx=25.939586 miny=-109.919069 maxx=51.539586 maxy=-72.119069","AE023","2006","Peterson et al."
"Spizaetus melanoleucus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","melanoleucus",,"13243AVES","especie","sme071dpgw","dp_01g","minx=7.24347400665283 miny=-99.4981918334961 maxx=24.2234745025635 maxy=-77.1981887817383","JM071","2018","Navarro-Sigüenza et al."
"Spizaetus ornatus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","ornatus",,"13244AVES","especie","sor071dpgw","dp_01g","minx=7.233473777771 miny=-99.5042953491211 maxx=23.2234745025635 maxy=-77.1942901611328","JM071","2018","Navarro-Sigüenza et al."
"Spizaetus ornatus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","ornatus",,"13244AVES","especie","spiz_ornagw","poly_conabio_conabio_1p","minx=14.71136 miny=-105.673229 maxx=23.87136 maxy=-86.753229","CE015","2007","Navarro y Peterson"
"Spizaetus tyrannus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","tyrannus",,"13245AVES","especie","sty071dpgw","dp_01g","minx=7.21347379684448 miny=-98.6422119140625 maxx=21.4334754943848 maxy=-77.2022018432617","JM071","2018","Navarro-Sigüenza et al."
"Spizaetus tyrannus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","tyrannus",,"13245AVES","especie","spiz_tyragw","poly_conabio_conabio_1p","minx=14.71136 miny=-99.693229 maxx=23.26136 maxy=-86.753229","CE015","2007","Navarro y Peterson"
"Spizastur melanoleucus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spizastur","melanoleucus",,"13243AVES","especie","spizas_melagw","poly_conabio_conabio_1p","minx=14.58136 miny=-100.063229 maxx=24.47136 maxy=-86.753229","CE015","2007","Navarro y Peterson"
"Spizella arborea",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","arborea",,"5555AVES","especie","spiarb_invgw","poly_conabio_conabio_1p","minx=34.039586 miny=-163.319069 maxx=62.039586 maxy=-59.819069","AE023","2006","Peterson et al."
"Spizella arborea",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","arborea",,"5555AVES","especie","spiarb_vergw","poly_conabio_conabio_1p","minx=49.539586 miny=-167.719069 maxx=70.939586 maxy=-55.419069","AE023","2006","Peterson et al."
"Spizella atrogularis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","atrogularis",,"13704AVES","especie","spiz_atrogw","poly_conabio_conabio_1p","minx=16.03136 miny=-116.943229 maxx=32.63136 maxy=-95.403229","CE015","2007","Navarro y Peterson"
"Spizella atrogularis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","atrogularis",,"13704AVES","especie","sati071dpgw","dp_01g","minx=17.242712020874 miny=-113.955093383789 maxx=34.9177169799805 maxy=-96.4384155273438","JM071","2018","Navarro-Sigüenza et al."
"Spizella atrogularis",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","atrogularis",,"13704AVES","especie","spiatr_invgw","poly_conabio_conabio_1p","minx=16.039586 miny=-118.219069 maxx=35.239586 maxy=-95.219069","AE023","2006","Peterson et al."
"Spizella atrogularis",4.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","atrogularis",,"13704AVES","especie","satv071dpgw","dp_01g","minx=16.2131881713867 miny=-123.341102600098 maxx=40.8298568725586 maxy=-96.1910934448242","JM071","2018","Navarro-Sigüenza et al."
"Spizella atrogularis",5.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","atrogularis",,"13704AVES","especie","spiatr_vergw","poly_conabio_conabio_1p","minx=16.539586 miny=-123.719069 maxx=39.439586 maxy=-95.819069","AE023","2006","Peterson et al."
"Spizella breweri",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","breweri",,"13705AVES","especie","sbri071dpgw","dp_01g","minx=18.7824249267578 miny=-118.504318237305 maxx=37.5407638549805 maxy=-99.3793106079102","JM071","2018","Navarro-Sigüenza et al."
"Spizella breweri",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","breweri",,"13705AVES","especie","spiz_brewgw","poly_conabio_conabio_1p","minx=19.59136 miny=-117.123229 maxx=32.72136 maxy=-97.183229","CE015","2007","Navarro y Peterson"
"Spizella breweri",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","breweri",,"13705AVES","especie","spibre_invgw","poly_conabio_conabio_1p","minx=19.039586 miny=-119.819069 maxx=37.539586 maxy=-95.919069","AE023","2006","Peterson et al."
"Spizella breweri",4.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","breweri",,"13705AVES","especie","spibre_vergw","poly_conabio_conabio_1p","minx=32.539586 miny=-137.219069 maxx=63.539586 maxy=-100.919069","AE023","2006","Peterson et al."
"Spizella breweri",5.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","breweri",,"13705AVES","especie","spi_brgw","aves_ce007","minx=25.012874 miny=-116.230413 maxx=32.342874 maxy=-101.020413","CE007","2006","Gómez de Silva"
"Spizella pallida",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","pallida",,"13706AVES","especie","spai071dpgw","dp_01g","minx=15.8474187850952 miny=-112.363304138184 maxx=36.107421875 maxy=-86.9432983398438","JM071","2018","Navarro-Sigüenza et al."
"Spizella pallida",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","pallida",,"13706AVES","especie","spiz_pallgw","poly_conabio_conabio_1p","minx=16.37136 miny=-117.123229 maxx=32.72136 maxy=-94.823229","CE015","2007","Navarro y Peterson"
"Spizella pallida",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","pallida",,"13706AVES","especie","spipal_invgw","poly_conabio_conabio_1p","minx=15.639586 miny=-114.319069 maxx=30.539586 maxy=-93.719069","AE023","2006","Peterson et al."
"Spizella pallida",4.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","pallida",,"13706AVES","especie","spipal_vergw","poly_conabio_conabio_1p","minx=42.039586 miny=-123.219069 maxx=60.539586 maxy=-65.619069","AE023","2006","Peterson et al."
